Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0198100,INS-000802425,11/08/2024,2024,BA-1713722-2024,BA-1713722,JM GROCERY & DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,774,ROCKAWAY AVE,,,,BROOKLYN,NY,11212,Brooklyn,316,41,3393959,3036027501,BK81,40.66070964,-73.90845727
A0204180,INS-000813897,12/17/2024,2024,BA-1571836-2023,BA-1571836,JM DELI & GRILL INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,282,BROADWAY,,,,BROOKLYN,NY,11211,Brooklyn,301,34,3059655,3021410010,BK73,40.70865684,-73.95858173
A0137647,INS-000679883,10/02/2023,2023,BA-1672298-2023,BA-1672298,JM & E DELI LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1090,BAY ST,,,,STATEN ISLAND,NY,10305,Staten Island,501,49,5042587,5028450043,SI37,40.61646359,-74.06789655
A0215996,INS-000836658,03/13/2025,2025,BA-1672298-2023,BA-1672298,JM & E DELI LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1090,BAY ST,,,,STATEN ISLAND,NY,10305,Staten Island,501,49,5042587,5028450043,SI37,40.61646359,-74.06789655
A0205475,INS-000816252,12/27/2024,2024,BA-1327988-2022,BA-1327988,JL PLUM TREE LLC,PLUM TREE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,1156,FLATBUSH AVENUE,,BLDG,GROUND,BROOKLYN,NY,11226,Brooklyn,314,40,3119576,3051860001,BK42,40.64214223,-73.95725736
A0208404,INS-000822071,01/22/2025,2025,BA-1631251-2023,BA-1631251,JK'S EUROPEAN STYLE MEAT INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,136-20,ROOSEVELT AVENUE,,,,FLUSHING,NY,11354,Queens,407,20,4113546,4050190005,QN22,40.75978503,-73.82923633
A0163120,INS-000733213,04/11/2024,2024,BA-1282444-2022,BA-1282444,JK BOTANICAL MARKET INC,BOTANICAL MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,2220,BOSTON RD,,,,BRONX,NY,10467,Bronx,211,13,2049736,2043390001,BX07,40.85812473,-73.86812379
A0164549,INS-000735742,04/19/2024,2024,BA-1692335-2024,BA-1692335,JIYAAN INC.,HEENA BAGEL,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10827,ASCAN AVE,,,,FOREST HILLS,NY,11375,Queens,406,29,4077932,4032550067,QN17,40.7180346,-73.84078248
A0214777,INS-000834510,03/06/2025,2025,BA-1692335-2024,BA-1692335,JIYAAN INC.,HEENA BAGEL,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10827,ASCAN AVE,,,,FOREST HILLS,NY,11375,Queens,406,29,4077932,4032550067,QN17,40.7180346,-73.84078248
A0198008,INS-000802265,11/07/2024,2024,BA-1312170-2022,BA-1312170,JIYA DELI & GROCERY INC.,SANDWICH KING,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,14625,NORTHERN BLVD,,,,FLUSHING,NY,11354,Queens,407,20,4113212,4050040026,QN51,40.7650468,-73.8202737
A0189597,INS-000785625,09/24/2024,2024,BA-1335432-2022,BA-1335432,JIN ZHENG FA INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,4279,MAIN ST,,,,FLUSHING,NY,11355,Queens,407,20,4115884,4051360071,QN22,40.75309583,-73.82723586
A0139656,INS-000683233,10/18/2023,2023,BA-1335432-2022,BA-1335432,JIN ZHENG FA INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,4279,MAIN ST,,,,FLUSHING,NY,11355,Queens,407,20,4115884,4051360071,QN22,40.75309583,-73.82723586
A0128325,INS-000653755,07/14/2023,2023,BA-1600292-2023,BA-1600292,JIN LONG SUPERMARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,5722,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015889,3008500046,BK34,40.63702812,-74.00797715
A0210064,INS-000826443,01/31/2025,2025,BA-1600292-2023,BA-1600292,JIN LONG SUPERMARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,5722,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015889,3008500046,BK34,40.63702812,-74.00797715
A0202449,INS-000810606,12/05/2024,2024,BA-1672268-2023,BA-1672268,JIMMY'S DISCOUNT STORE CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,527,LENOX AVE,,,,NEW YORK,NY,10037,Manhattan,110,9,1058333,1019210032,MN03,40.81506244,-73.94017028
A0205754,INS-000816910,12/31/2024,2024,BA-1336297-2022,BA-1336297,JIMMY'S 3 SONS NATURAL PLUS CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6901,FORT HAMILTON PKWY,,,,BROOKLYN,NY,11228,Brooklyn,310,38,3145957,3058790011,BK30,40.62860674,-74.01224161
A0133781,INS-000663593,08/31/2023,2023,BA-1619637-2023,BA-1619637,"JIMENEZ, AMABLE E.",LA FRUTICA VEGETABLES AND MEAT MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,920,E 174TH ST,,,,BRONX,NY,10460,Bronx,203,17,2010605,2029830023,BX75,40.83729652,-73.88756448
A0201236,INS-000808385,11/27/2024,2024,BA-1715271-2024,BA-1715271,JIAJIA GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,5522,7TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015101,3008330048,BK34,40.63947639,-74.00901156
A0149431,INS-000701104,01/05/2024,2024,BA-1353264-2022,BA-1353264,JIA XIN DELI INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6502,FOREST AVE,,,,RIDGEWOOD,NY,11385,Queens,405,30,4083465,4034870015,QN20,40.70848431,-73.90403451
A0128362,INS-000653798,07/14/2023,2023,BA-1299796-2022,BA-1299796,JIA FENG FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,5716,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015887,3008500044,BK34,40.63705283,-74.00795193
A0173306,INS-000752647,06/12/2024,2024,BA-1248958-2022,BA-1248958,"JHER, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3287A,WESTCHESTER AVE,,,,BRONX,NY,10461,Bronx,210,13,2047781,2042490048,BX10,40.85288619,-73.82736344
A0217290,INS-000838946,03/20/2025,2025,BA-1724567-2025,BA-1724567,JH GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,196,AUDUBON AVE,,,,NEW YORK,NY,10033,Manhattan,112,10,1063155,1021310018,MN36,40.844689,-73.93530771
A0200983,INS-000807899,11/26/2024,2024,BA-1367302-2022,BA-1367302,JFK DELI GROCERY CORP V,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,18413,140TH AVE,,,,SPRINGFIELD GARDENS,NY,11413,Queens,412,27,4280193,4130220117,QN02,40.67237239,-73.75999601
A0211991,INS-000829939,02/14/2025,2025,BA-1367302-2022,BA-1367302,JFK DELI GROCERY CORP V,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,18413,140TH AVE,,,,SPRINGFIELD GARDENS,NY,11413,Queens,412,27,4280193,4130220117,QN02,40.67237239,-73.75999601
A0135915,INS-000667365,09/18/2023,2023,BA-1331846-2022,BA-1331846,JESUS ROSENDO PAREJA,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,302,MORNINGSTAR ROAD,,,,STATEN ISLAND,NY,10303,Staten Island,501,49,5026788,5011660034,SI12,40.63076681,-74.14705912
A0140304,INS-000684344,10/23/2023,2023,BA-1140942-2022,BA-1140942,JESSICA T. RAMOS,EL CERRITO CHINANTECO DELI GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4001,9TH AVE,,,,BROOKLYN,NY,11232,Brooklyn,312,38,3135344,3055860012,BK34,40.64529836,-73.99576229
A0157091,INS-000722459,03/05/2024,2024,BA-1687791-2024,BA-1687791,JESEDU DELI LLC,REDWOOD CAFE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,11818,QUEENS BLVD,,,,FOREST HILLS,NY,11375,Queens,406,29,4079997,4033470037,,40.71495625,-73.83202417
A0177407,INS-000760737,07/10/2024,2024,BA-1318039-2022,BA-1318039,JES FISH & SEAFOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4224,AVENUE D,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3112828,3049760010,BK91,40.6416689,-73.93673687
A0212400,INS-000830643,02/19/2025,2025,BA-1303394-2022,BA-1303394,JERSEY CORNER STORE INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,506,RICHMOND TER,,,,STATEN ISLAND,NY,10301,Staten Island,501,49,5001232,5000520076,SI22,40.64655396,-74.08910892
A0161085,INS-000729618,03/29/2024,2024,BA-1314664-2022,BA-1314664,JERANNIE DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,310,NOSTRAND AVE,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3338665,3017880060,BK75,40.68922655,-73.951346
A0141883,INS-000687036,11/03/2023,2023,BA-1304733-2022,BA-1304733,JENESIS GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,26,PATCHEN AVE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3043889,3016170041,BK35,40.69172018,-73.92782942
A0210602,INS-000827410,02/05/2025,2025,BA-1304733-2022,BA-1304733,JENESIS GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,26,PATCHEN AVE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3043889,3016170041,BK35,40.69172018,-73.92782942
A0156702,INS-000721743,03/04/2024,2024,BA-1340070-2022,BA-1340070,JEFFREY DELI GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2149,VALENTINE AVE,,,,BRONX,NY,10457,Bronx,205,15,2013550,2031490153,BX41,40.85435741,-73.89920791
A0155186,INS-000718577,02/21/2024,2024,BA-1572461-2023,BA-1572461,JEFFERSON SUPERMARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,567,JEFFERSON AVE,,,,BROOKLYN,NY,11221,Brooklyn,303,36,3045460,3016500076,BK35,40.68502172,-73.9350083
A0187093,INS-000781088,09/10/2024,2024,BA-1722135-2025,BA-1722135,JD MEATS MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 02,1,1,0,,Complete Address,1411,OGDEN AVE,,,,BRONX,NY,10452,Bronx,204,16,2003567,2025360036,BX26,40.84276899,-73.92391764
A0213977,INS-000833095,02/28/2025,2025,BA-1314226-2022,BA-1314226,JC FOOD MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1091,SAINT NICHOLAS AVE,,,,NEW YORK,NY,10032,Manhattan,112,10,1076743,1021220084,MN36,40.83813713,-73.93991462
A0198073,INS-000802380,11/08/2024,2024,BA-1595635-2023,BA-1595635,JC DELI & GRILL II GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1004,FLUSHING AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,34,3071863,3031490001,BK77,40.70381832,-73.93101183
A0133868,INS-000663725,08/31/2023,2023,BA-1595635-2023,BA-1595635,JC DELI & GRILL II GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1004,FLUSHING AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,34,3071863,3031490001,BK77,40.70381832,-73.93101183
A0201446,INS-000808794,11/29/2024,2024,BA-1322910-2022,BA-1322910,"JBV ENTERPRISES, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,3824,BROADWAY,,,,NEW YORK,NY,10032,Manhattan,112,10,1062783,1021180001,MN36,40.83550691,-73.94380906
A0203028,INS-000811714,12/10/2024,2024,BA-1326166-2022,BA-1326166,JB RAWRAW CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,6001,MYRTLE AVE,,,,RIDGEWOOD,NY,11385,Queens,405,30,4084476,4035180001,QN20,40.70052504,-73.89829002
A0130388,INS-000657716,08/07/2023,2023,BA-1337465-2022,BA-1337465,JB GOURMET DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1822,ARCHER ST,,,,BRONX,NY,10460,Bronx,209,18,2028254,2039000033,,40.83760031,-73.86617682
A0170651,INS-000747146,05/22/2024,2024,BA-1696774-2024,BA-1696774,JB 170 DELI CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1346,EDWARD L GRANT HWY,,,,BRONX,NY,10452,Bronx,204,16,2101691,2028720040,BX26,40.8405305,-73.92160358
A0200905,INS-000807762,11/26/2024,2024,BA-1332799-2022,BA-1332799,JAYRAN DELI GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1050,DEAN ST,,,,BROOKLYN,NY,11216,Brooklyn,308,35,3030246,3012110009,BK61,40.67748592,-73.95505714
A0137478,INS-000679368,09/29/2023,2023,BA-1339253-2022,BA-1339253,JAY STREET FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,108,JAY ST,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3391186,3000537501,BK38,40.70166163,-73.98675317
A0171178,INS-000748161,05/28/2024,2024,BA-1617636-2023,BA-1617636,"JAROSLAVA UHERIK, IVA LANGEROVA",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10-59,JACKSON AVENUE,,,,LONG IS CITY,NY,11101,Queens,402,26,4000241,4000420026,QN31,40.74265652,-73.95244014
A0150335,INS-000703703,01/17/2024,2024,BA-1326223-2022,BA-1326223,JAREN DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,783,HOWARD AVE,,,,BROOKLYN,NY,11212,Brooklyn,316,41,3081493,3035510001,BK81,40.66288574,-73.91874137
A0212320,INS-000830520,02/19/2025,2025,BA-1713445-2024,BA-1713445,JAREN DELI GROCERY #2 CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,284,WILLOUGHBY AVE,,,,BROOKLYN,NY,11205,Brooklyn,303,33,3055142,3019250026,BK69,40.69253723,-73.95971323
A0150679,INS-000704786,01/19/2024,2024,BA-1683656-2024,BA-1683656,JARABACOA NICE DELI & GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 02,1,1,0,,Complete Address,605,SUTTER AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3084054,3037530039,BK85,40.66918094,-73.89656786
A0209868,INS-000826132,01/31/2025,2025,BA-1324936-2022,BA-1324936,JARABACOA DELI FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,421,AUDUBON AVE,,,,NEW YORK,NY,10033,Manhattan,112,10,1063739,1021560066,MN35,40.85193741,-73.92998345
A0148908,INS-000700177,01/03/2024,2024,BA-1329002-2022,BA-1329002,JAR DELI MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,501,W 134TH ST,,,,NEW YORK,NY,10031,Manhattan,109,7,1059764,1019880029,MN06,40.81829611,-73.95284491
A0162305,INS-000731787,04/05/2024,2024,BA-1258152-2022,BA-1258152,JAPAN PREMIUM BEEF,BROOKLYN JAPAN VILLAGE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,934,3RD AVE,,,,BROOKLYN,NY,11232,Brooklyn,307,38,3336903,3006910001,BK32,40.65595627,-74.00599357
A0158634,INS-000725181,03/15/2024,2024,BA-1325844-2022,BA-1325844,JANEY GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4601,48TH AVE,,,,WOODSIDE,NY,11377,Queens,402,26,4052884,4022840060,QN31,40.73930321,-73.91932659
A0185486,INS-000778034,08/28/2024,2024,BA-1127949-2022,BA-1127949,JAMTAN AFRICAN AMERICAN MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,1479,WESTCHESTER AVE,,,,BRONX,NY,10472,Bronx,209,17,2024999,2037700030,BX08,40.82843019,-73.88119094
A0127635,INS-000652589,07/10/2023,2023,BA-1127949-2022,BA-1127949,JAMTAN AFRICAN AMERICAN MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,1479,WESTCHESTER AVE,,,,BRONX,NY,10472,Bronx,209,17,2024999,2037700030,BX08,40.82843019,-73.88119094
A0164279,INS-000735318,04/18/2024,2024,BA-1688682-2024,BA-1688682,JAMES SUKU,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,12802,LIBERTY AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,410,28,4461689,4095820001,QN55,40.68902538,-73.81695207
A0209277,INS-000823579,01/28/2025,2025,BA-1720002-2025,BA-1720002,JAMAO MINI MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,13345,131ST ST,,,,SOUTH OZONE PARK,NY,11420,Queens,410,28,4435080,4117910008,QN55,40.66801851,-73.80787894
A0150941,INS-000705971,01/22/2024,2024,BA-1683821-2024,BA-1683821,JAMAO DELI & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,20101,LINDEN BLVD,,STE,A,SAINT ALBANS,NY,11412,Queens,412,27,4238531,4110730010,QN08,40.69473748,-73.75123542
A0194559,INS-000795278,10/18/2024,2024,BA-1308245-2022,BA-1308245,JAMAICA STAR CANDY & GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8774,168TH ST,,,,JAMAICA,NY,11432,Queens,412,24,4210086,4098180077,QN61,40.70985626,-73.79465053
A0159510,INS-000726775,03/20/2024,2024,BA-1343860-2022,BA-1343860,JAMAICA RYTHMS FISH MARKET INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,3963,BRONXWOOD AVE,,,,BRONX,NY,10466,Bronx,212,12,2063832,2048490001,BX44,40.88566562,-73.85489776
A0175892,INS-000757796,06/26/2024,2024,BA-1629164-2023,BA-1629164,JAMAICA GOURMET DELI 1 INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,16834,JAMAICA AVE,,,,JAMAICA,NY,11432,Queens,412,27,4217426,4102100233,QN61,40.70669934,-73.79136001
A0134059,INS-000662507,09/05/2023,2023,BA-1572278-2023,BA-1572278,Jamaica Finest Meat Corp,Green Valley Supermarket,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8508,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4183846,4089220003,QN53,40.69252092,-73.85890612
A0130058,INS-000657033,08/03/2023,2023,BA-1572278-2023,BA-1572278,Jamaica Finest Meat Corp,Green Valley Supermarket,Grocery-Retail - 808,Scale,Scale,,Computing Scale - 01,5,4,3,Confiscated,Complete Address,8508,JAMAICA AVE,,,,WOODHAVEN,NY,11421,Queens,409,32,4183846,4089220003,QN53,40.69252092,-73.85890612
A0195577,INS-000797432,10/24/2024,2024,BA-1300110-2022,BA-1300110,JAMAICA DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,17946,HILLSIDE AVENUE,,,,JAMAICA,NY,11432,Queens,412,23,4212337,4099150039,QN61,40.71278047,-73.7832357
A0188376,INS-000783534,09/17/2024,2024,BA-1258940-2022,BA-1258940,"JAMAICA AVENUE MEATS, INC.",THE MEAT BURN,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,14618,JAMAICA AVE,,,,JAMAICA,NY,11435,Queens,412,27,4213896,4099870013,QN61,40.70179426,-73.80863275
A0176426,INS-000758869,07/03/2024,2024,BA-1296792-2022,BA-1296792,JALPA 117 INC,METRO DELI & GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,11701,HILLSIDE AVE,,,,RICHMOND HILL,NY,11418,Queens,409,29,4193412,4092570054,QN54,40.70018481,-73.83264564
A0195166,INS-000796572,10/23/2024,2024,BA-1629632-2023,BA-1629632,JALIL 105 CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,160,BEDFORD AVE,,,,BROOKLYN,NY,11249,Brooklyn,301,33,3061792,3023110029,BK73,40.71852368,-73.95699914
A0195483,INS-000797233,10/23/2024,2024,BA-1706638-2024,BA-1706638,JAJ BAGEL CORP.,THE BAGEL BIN,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,486,FOREST AVE,,,,STATEN ISLAND,NY,10310,Staten Island,501,49,5157598,5002750052,SI35,40.6305123,-74.10655339
A0186614,INS-000780083,09/05/2024,2024,BA-1596939-2023,BA-1596939,JAIDEN GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,276,ALBANY AVE,,,,BROOKLYN,NY,11213,Brooklyn,308,35,3032080,3012510040,,40.67116843,-73.93926115
A0140978,INS-000685571,10/27/2023,2023,BA-1339489-2022,BA-1339489,JAI SAI CORP.,CONVENIENT FOOD MART,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2,NEW DORP LN,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5057251,5041910031,SI45,40.57574888,-74.1196807
A0206861,INS-000819029,01/09/2025,2025,BA-1339489-2022,BA-1339489,JAI SAI CORP.,CONVENIENT FOOD MART,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2,NEW DORP LN,,,,STATEN ISLAND,NY,10306,Staten Island,502,50,5057251,5041910031,SI45,40.57574888,-74.1196807
A0139217,INS-000682491,10/16/2023,2023,BA-1300645-2022,BA-1300645,JAI BHOLENATH INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,25018,HILLSIDE AVE,,,,BELLEROSE,NY,11426,Queens,413,23,4175517,4086040092,QN43,40.73541877,-73.71718998
A0202678,INS-000811011,12/06/2024,2024,BA-1298301-2022,BA-1298301,JACOB RESTAURANT CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2695,FREDERICK DOUGLASS BLVD,,,,NEW YORK,NY,10030,Manhattan,110,9,1060771,1020440009,MN03,40.82161817,-73.94281998
A0162390,INS-000731918,04/05/2024,2024,BA-1624834-2023,BA-1624834,JACKSON PROCESSING INC,HALAL MEAT MARKET & GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,3554,STEINWAY ST,,,,LONG IS CITY,NY,11101,Queens,401,26,4010870,4006680042,QN70,40.75431663,-73.9228023
A0208211,INS-000821679,01/21/2025,2025,BA-1719380-2025,BA-1719380,JACKSON & JACKSON INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3554,STEINWAY ST,,,,LONG IS CITY,NY,11101,Queens,401,26,4010870,4006680042,QN70,40.75431663,-73.9228023
A0167878,INS-000741649,05/07/2024,2024,BA-1694718-2024,BA-1694718,JABAR SOUTHSIDE DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,11601,SUTPHIN BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4264636,4122010010,QN76,40.68245976,-73.79262207
A0172210,INS-000750424,06/04/2024,2024,BA-1582503-2023,BA-1582503,JABAR FRESH BITES DELI INCORPORATED,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,11701,GUY R BREWER BLVD,,,,JAMAICA,NY,11434,Queens,412,28,4537403,4123540028,QN76,40.68418761,-73.78295006
