Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0143763,INS-000690257,11/21/2023,2023,BA-1620440-2023,BA-1620440,"K & T PROVISIONS, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,37-11,BROADWAY,,,,ASTORIA,NY,11103,Queens,401,22,4010436,4006570004,QN70,40.75964805,-73.92041373
A0207608,INS-000820414,01/15/2025,2025,BA-1620440-2023,BA-1620440,"K & T PROVISIONS, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,37-11,BROADWAY,,,,ASTORIA,NY,11103,Queens,401,22,4010436,4006570004,QN70,40.75964805,-73.92041373
A0142960,INS-000688782,11/15/2023,2023,BA-1327289-2022,BA-1327289,K & T CONVENIENCE INC,SEAVIEW CONVENIENCE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,82,SEAVIEW AVE,,,,STATEN ISLAND,NY,10304,Staten Island,502,50,5048694,5033060044,SI36,40.58993465,-74.09881956
A0215330,INS-000835564,03/11/2025,2025,BA-1316954-2022,BA-1316954,K & N DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,701A,SAINT NICHOLAS AVENUE,,,,NEW YORK,NY,10031,Manhattan,109,9,1061349,1020600029,MN04,40.82417989,-73.94466411
A0138680,INS-000681591,10/10/2023,2023,BA-1324578-2022,BA-1324578,K & M GOURMET DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,146A,NASSAU AVENUE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3066883,3026830006,BK76,40.72476692,-73.94775195
A0216676,INS-000837905,03/18/2025,2025,BA-1324578-2022,BA-1324578,K & M GOURMET DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,146A,NASSAU AVENUE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3066883,3026830006,BK76,40.72476692,-73.94775195
A0176650,INS-000759281,07/05/2024,2024,BA-1296805-2022,BA-1296805,K & M EXPRESS DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,728,ROGERS AVE,,,,BROOKLYN,NY,11226,Brooklyn,317,40,3116658,3050840056,BK60,40.65355603,-73.95278837
A0213199,INS-000831915,02/25/2025,2025,BA-1329457-2022,BA-1329457,K & M DELI MINI MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3178,BAINBRIDGE AVE,,,,BRONX,NY,10467,Bronx,207,11,2018127,2033420008,BX43,40.87539859,-73.87950153
A0170778,INS-000747370,05/23/2024,2024,BA-1356921-2022,BA-1356921,K & K SEAFOOD INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,5518,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015163,3008340044,BK34,40.63816454,-74.00679547
A0150085,INS-000703067,01/12/2024,2024,BA-1356921-2022,BA-1356921,K & K SEAFOOD INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,5518,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015163,3008340044,BK34,40.63816454,-74.00679547
A0150085,INS-000703067,01/12/2024,2024,BA-1356921-2022,BA-1356921,K & K SEAFOOD INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,5518,8TH AVE,,,,BROOKLYN,NY,11220,Brooklyn,307,43,3015163,3008340044,BK34,40.63816454,-74.00679547
A0151392,INS-000707124,01/24/2024,2024,BA-1288261-2022,BA-1288261,K & K DELI & GROCERIES INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1150,HYLAN BLVD,,,,STATEN ISLAND,NY,10305,Staten Island,502,50,5047548,5032370049,SI14,40.59860285,-74.08114439
A0180357,INS-000767458,07/29/2024,2024,BA-1299538-2022,BA-1299538,K & J GROCERY INC.,BONO'S CAFE,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,35,E 28TH ST,,,,NEW YORK,NY,10016,Manhattan,105,2,1016903,1008580029,MN17,40.7438429,-73.98528321
A0185435,INS-000777952,08/28/2024,2024,BA-1707464-2024,BA-1707464,K & G MARKET LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,9420,CHURCH AVE,,,,BROOKLYN,NY,11212,Brooklyn,317,42,3103531,3047150043,BK96,40.65480374,-73.91682667
A0165221,INS-000736902,04/24/2024,2024,BA-1329996-2022,BA-1329996,"K & A PLUS OF NEW YORK, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,7704,21ST AVE,,,,EAST ELMHURST,NY,11370,Queens,401,22,4021463,4009730001,QN72,40.77052491,-73.89265939
A0155806,INS-000719910,02/26/2024,2024,BA-1323116-2022,BA-1323116,JUSBELINDA GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10544,OTIS AVE,,,,CORONA,NY,11368,Queens,404,21,4048227,4019590009,QN25,40.73939633,-73.85475441
A0198550,INS-000803268,11/13/2024,2024,BA-1678711-2023,BA-1678711,JURI NATURAL MARKET 3 CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,318,TOMPKINS AVE,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3051170,3018140031,BK75,40.68679438,-73.94461226
A0201491,INS-000808878,11/29/2024,2024,BA-1289641-2022,BA-1289641,JUQUILITA LAUNDRY & DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,343,BROADWAY,,,,STATEN ISLAND,NY,10310,Staten Island,501,49,5004939,5001790001,SI35,40.63292044,-74.11686854
A0186179,INS-000779331,09/04/2024,2024,BA-1301415-2022,BA-1301415,JUQUILITA GREEN MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,6745,MYRTLE AVE,,,,GLENDALE,NY,11385,Queens,405,30,4089483,4036810037,QN19,40.70160225,-73.88504515
A0145710,INS-000694389,12/06/2023,2023,BA-1335031-2022,BA-1335031,JUNIOR A ARIAS POLANCO,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,576,RIDGEWOOD AVE,,,,BROOKLYN,NY,11208,Brooklyn,305,37,3092546,3041360023,BK83,40.68662203,-73.86783918
A0177166,INS-000760292,07/09/2024,2024,BA-1319526-2022,BA-1319526,JUNG KYU PARK,J & J GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1840,CONEY ISLAND AVE,,,,BROOKLYN,NY,11230,Brooklyn,312,44,3175197,3066170007,BK25,40.61216556,-73.96279797
A0162931,INS-000732891,04/10/2024,2024,BA-1680656-2023,BA-1680656,JUNCTIONS NUEVO AMANECER DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3443,JUNCTION BLVD,,,,JACKSON HEIGHTS,NY,11372,Queens,403,21,4314528,4017300139,QN26,40.75378558,-73.87201913
A0166401,INS-000738859,04/30/2024,2024,BA-1301375-2022,BA-1301375,JUNCTION DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,4013,JUNCTION BLVD,,,,CORONA,NY,11368,Queens,404,21,4040220,4016050064,QN26,40.74867709,-73.86912001
A0217147,INS-000838713,03/20/2025,2025,BA-1301375-2022,BA-1301375,JUNCTION DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,4013,JUNCTION BLVD,,,,CORONA,NY,11368,Queens,404,21,4040220,4016050064,QN26,40.74867709,-73.86912001
A0169335,INS-000744492,05/15/2024,2024,BA-1572835-2023,BA-1572835,JULITIN DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1290,SUTTER AVE,,,,BROOKLYN,NY,11208,Brooklyn,305,42,3095692,3042660030,BK82,40.67298078,-73.87050507
A0169757,INS-000745364,05/17/2024,2024,BA-1327378-2022,BA-1327378,JULIO H. BAEZ LOLO GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,212,RALPH AVE,,,,BROOKLYN,NY,11233,Brooklyn,303,41,3047661,3016830047,BK61,40.68242026,-73.92263675
A0133478,INS-000663083,08/29/2023,2023,BA-1367764-2022,BA-1367764,JULINA INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,767,FULTON ST,,,,BROOKLYN,NY,11217,Brooklyn,302,35,3059336,3021170039,BK68,40.68611582,-73.97393078
A0190892,INS-000787893,09/27/2024,2024,BA-1710229-2024,BA-1710229,JULIES CONVENIENCE LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,8906,ELIOT AVE,,,,REGO PARK,NY,11374,Queens,406,30,4071941,4030750004,QN18,40.73198861,-73.86879197
A0202158,INS-000810140,12/04/2024,2024,BA-1663619-2023,BA-1663619,JULIE & C INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,28,W 32ND ST,,LBBY,,NEW YORK,NY,10001,Manhattan,105,3,1015829,1008330060,MN17,40.74772966,-73.98687755
A0141072,INS-000685727,10/30/2023,2023,BA-1308700-2022,BA-1308700,"JUBILAT PROVISIONS, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,608,5TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,307,38,3008912,3006280039,BK37,40.66370733,-73.99099238
A0206672,INS-000818695,01/09/2025,2025,BA-1717686-2024,BA-1717686,JT MINI MARKET CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,126,DYCKMAN ST,,,,NEW YORK,NY,10040,Manhattan,112,10,1064166,1021740056,MN35,40.86230938,-73.92521124
A0156048,INS-000720325,02/27/2024,2024,BA-1326208-2022,BA-1326208,JSS MANHATTAN FRUIT INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,678,MANHATTAN AVE,,,,BROOKLYN,NY,11222,Brooklyn,301,33,3066117,3026470052,BK76,40.72491675,-73.95143179
A0166969,INS-000739829,05/02/2024,2024,BA-1312105-2022,BA-1312105,JSR GOURMET DELI CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1712,UNIVERSITY AVE,,,,BRONX,NY,10453,Bronx,205,14,2008833,2028760102,BX36,40.84861941,-73.91801929
A0195399,INS-000797066,10/23/2024,2024,BA-1303330-2022,BA-1303330,"JSR DELI, INC.",,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,994,MORRIS PARK AVE,,,,BRONX,NY,10462,Bronx,211,13,2044747,2041010008,BX37,40.84799111,-73.85648357
A0163114,INS-000733205,04/11/2024,2024,BA-1314382-2022,BA-1314382,JS CHURCH FARM INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,4724,CHURCH AVE,,,,BROOKLYN,NY,11203,Brooklyn,317,45,3337070,3046950009,BK91,40.65161113,-73.93298305
A0152480,INS-000710592,01/31/2024,2024,BA-1334165-2022,BA-1334165,JRC CORNER DELI GROCERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,620,MAPLE ST,,,,BROOKLYN,NY,11203,Brooklyn,309,40,3106825,3047990036,BK60,40.66144981,-73.94049549
A0190187,INS-000786675,09/25/2024,2024,BA-1217595-2022,BA-1217595,JR UNION MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,568,UNION AVENUE,,UNIT,1M,BROOKLYN,NY,11211,Brooklyn,301,33,3412620,3027310001,BK73,40.71748974,-73.95217311
A0184262,INS-000775485,08/21/2024,2024,BA-1325975-2022,BA-1325975,JP DELI FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,567,LEFFERTS AVE,,,,BROOKLYN,NY,11203,Brooklyn,309,40,3035200,3013260001,BK63,40.66289445,-73.94222433
A0169061,INS-000743928,05/14/2024,2024,BA-1308835-2022,BA-1308835,JP & M DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10401,GLENWOOD RD,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3229471,3081730008,BK50,40.6485626,-73.89708272
A0211056,INS-000828204,02/07/2025,2025,BA-1308835-2022,BA-1308835,JP & M DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,10401,GLENWOOD RD,,,,BROOKLYN,NY,11236,Brooklyn,318,42,3229471,3081730008,BK50,40.6485626,-73.89708272
A0128369,INS-000653810,07/14/2023,2023,BA-1314333-2022,BA-1314333,JOY'S DELI GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1400,GRAND CONCOURSE,,,,BRONX,NY,10456,Bronx,204,16,2101607,2028320001,BX14,40.83895757,-73.91361491
A0191557,INS-000789132,10/02/2024,2024,BA-1324338-2022,BA-1324338,JOY MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,3416,UNION ST,,,,FLUSHING,NY,11354,Queens,407,20,4112117,4049570044,QN22,40.76641111,-73.82756955
A0144473,INS-000692304,11/28/2023,2023,BA-1625096-2023,BA-1625096,JOY MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,34-16,UNION STREET,,,,FLUSHING,NY,11354,Queens,407,20,4112117,4049570044,QN22,40.76641111,-73.82756955
A0217733,INS-000840073,03/25/2025,2025,BA-1625096-2023,BA-1625096,JOY MARKET INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,34-16,UNION STREET,,,,FLUSHING,NY,11354,Queens,407,20,4112117,4049570044,QN22,40.76641111,-73.82756955
A0146087,INS-000694981,12/07/2023,2023,BA-1320113-2022,BA-1320113,JOSMAR MINI MARKET CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,775,E 149TH ST,,,,BRONX,NY,10455,Bronx,201,8,2004547,2026410036,BX34,40.81290817,-73.90745316
A0204855,INS-000815123,12/20/2024,2024,BA-1291959-2022,BA-1291959,JOSEPH SCAGLIONE & DANIEL SCALIONE,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,1078,MORRIS PARK AVE,,,,BRONX,NY,10461,Bronx,211,13,2045006,2041080002,BX37,40.8492748,-73.85363253
A0181394,INS-000769488,08/02/2024,2024,BA-1240174-2022,BA-1240174,JOSEPH H. INC.,DOMAND'S ITALIAN GOURMET DELI & CATERERS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,3029,STRATTON ST,,,,FLUSHING,NY,11354,Queens,407,20,4100747,4043690001,QN22,40.76964936,-73.83468776
A0140987,INS-000685589,10/27/2023,2023,BA-1621016-2023,BA-1621016,JOSEPH DIGANGI LLC,MARIOS MEAT MARKET,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,75-55,METROPOLITAN AVENUE,,,,MIDDLE VILLAGE,NY,11379,Queens,405,30,4071767,4030660004,QN21,40.71309323,-73.87581625
A0133703,INS-000663474,08/30/2023,2023,BA-1313617-2022,BA-1313617,JOSELIN GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2238,MORRIS AVE,,,,BRONX,NY,10453,Bronx,205,14,2013860,2031710001,BX40,40.85705833,-73.90256212
A0175604,INS-000757216,06/28/2024,2024,BA-1280950-2022,BA-1280950,JOSE GROCERY CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1881,AMSTERDAM AVE,,,,NEW YORK,NY,10032,Manhattan,109,7,1061650,1020680001,MN04,40.83035785,-73.94384593
A0167831,INS-000741552,05/07/2024,2024,BA-1367956-2022,BA-1367956,JOSE E PLASENCIA,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,313,58TH ST,,,,BROOKLYN,NY,11220,Brooklyn,307,38,3015649,3008460068,BK32,40.64282388,-74.01862217
A0195508,INS-000797289,10/23/2024,2024,BA-1327589-2022,BA-1327589,JORGE FERNANDEZ,E S WHOLESOME FOODS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,122,SUFFOLK ST,,,,NEW YORK,NY,10002,Manhattan,103,1,1004170,1003480013,MN28,40.71915117,-73.98599573
A0140025,INS-000683893,10/20/2023,2023,BA-1327589-2022,BA-1327589,JORGE FERNANDEZ,E S WHOLESOME FOODS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,122,SUFFOLK ST,,,,NEW YORK,NY,10002,Manhattan,103,1,1004170,1003480013,MN28,40.71915117,-73.98599573
A0177025,INS-000760006,07/09/2024,2024,BA-1603851-2023,BA-1603851,Jordan Supermarket Corp,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,940,EAST  174 STREET,,,,BRONX,NY,10460,Bronx,203,17,2010674,2029900022,BX75,40.83701297,-73.88669763
A0128047,INS-000653281,07/12/2023,2023,BA-1603851-2023,BA-1603851,Jordan Supermarket Corp,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,940,E 174TH ST,,,,BRONX,NY,10460,Bronx,203,17,2010674,2029900022,BX75,40.83701297,-73.88669763
A0203077,INS-000811796,12/10/2024,2024,BA-1279585-2022,BA-1279585,JONY FOOD CORP.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,2487,UNIVERSITY AVE,,,,BRONX,NY,10468,Bronx,207,14,2014814,2032190193,BX30,40.86496391,-73.90355562
A0206791,INS-000818892,01/09/2025,2025,BA-1318314-2022,BA-1318314,JOHN MEATS LLC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,1000,MONTGOMERY STREET,,,,BROOKLYN,NY,11213,Brooklyn,309,41,3038407,3014240038,BK63,40.66436006,-73.93200423
A0185115,INS-000777355,08/27/2024,2024,BA-1312881-2022,BA-1312881,JOHN KRIT’S DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1147,CASTLETON AVE,,,,STATEN ISLAND,NY,10310,Staten Island,501,49,5112949,5001970127,SI22,40.63427253,-74.1205855
A0162134,INS-000731495,04/04/2024,2024,BA-1333688-2022,BA-1333688,JOHN BAGEL & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,1174,HYLAN BLVD,,,,STATEN ISLAND,NY,10305,Staten Island,502,50,5093260,5032350023,SI14,40.59849523,-74.08195447
A0142440,INS-000687978,11/13/2023,2023,BA-1333688-2022,BA-1333688,JOHN BAGEL & GROCERY INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1174,HYLAN BLVD,,,,STATEN ISLAND,NY,10305,Staten Island,502,50,5093260,5032350023,SI14,40.59849523,-74.08195447
A0131506,INS-000659471,08/15/2023,2023,BA-1247744-2022,BA-1247744,JOHN & DAVE WHOLESALE BAGELS INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,6201,18TH AVE,,,,BROOKLYN,NY,11204,Brooklyn,311,43,3132802,3055330010,BK28,40.62078141,-73.98849466
A0198920,INS-000803887,11/14/2024,2024,BA-1308898-2022,BA-1308898,JOHANNA DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,532,SUTTER AVE,,,,BROOKLYN,NY,11207,Brooklyn,305,42,3084279,3037670025,BK85,40.66875245,-73.89932617
A0137100,INS-000678789,09/27/2023,2023,BA-1347263-2022,BA-1347263,JOHAN FOOD CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,179,GRAHAM AVE,,,,BROOKLYN,NY,11206,Brooklyn,301,34,3070981,3030430026,BK90,40.70823864,-73.94336088
A0215023,INS-000834998,03/07/2025,2025,BA-1347263-2022,BA-1347263,JOHAN FOOD CORP,,Grocery-Retail - 808,Scale,Scale,,Computing Scale - 01,2,2,0,,Complete Address,179,GRAHAM AVE,,,,BROOKLYN,NY,11206,Brooklyn,301,34,3070981,3030430026,BK90,40.70823864,-73.94336088
A0182336,INS-000771381,08/09/2024,2024,BA-1328513-2022,BA-1328513,JOE'S GOURMET HEALTH DELI INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3161,BROADWAY,,,,NEW YORK,NY,10027,Manhattan,109,7,1082765,1019930088,MN09,40.81462331,-73.95907936
A0211794,INS-000829615,02/13/2025,2025,BA-1328513-2022,BA-1328513,JOE'S GOURMET HEALTH DELI INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,3161,BROADWAY,,,,NEW YORK,NY,10027,Manhattan,109,7,1082765,1019930088,MN09,40.81462331,-73.95907936
A0194520,INS-000795209,10/18/2024,2024,BA-1357932-2022,BA-1357932,JOE'S GOURMET DELI INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,920,COLUMBUS AVE,,,,NEW YORK,NY,10025,Manhattan,107,7,1055935,1018600029,MN12,40.7986669,-73.96328969
A0211829,INS-000829671,02/13/2025,2025,BA-1664656-2023,BA-1664656,JOE M MINIMARKET INC,,Grocery-Retail - 808,Scale,Scale,,Computing Scale - 01,1,1,0,,Complete Address,3149,BROADWAY,,,,NEW YORK,NY,10027,Manhattan,109,7,1059852,1019930081,MN09,40.81424738,-73.95935415
A0166954,INS-000739789,05/02/2024,2024,BA-1690979-2024,BA-1690979,JOE BAKERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,0,4,Confiscated,Complete Address,8517,18TH AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,38,3165753,3063440001,BK28,40.6076646,-74.00212486
A0190399,INS-000787054,09/26/2024,2024,BA-1690979-2024,BA-1690979,JOE BAKERY INC.,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,0,4,Confiscated,Complete Address,8517,18TH AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,38,3165753,3063440001,BK28,40.6076646,-74.00212486
A0192913,INS-000791849,10/08/2024,2024,BA-1308841-2022,BA-1308841,JOCHY CONVENIENCE STORES INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,12609,MERRICK BLVD,,,,JAMAICA,NY,11434,Queens,412,27,4269910,4124860004,QN08,40.68189843,-73.7661235
A0210791,INS-000827726,02/06/2025,2025,BA-1327912-2022,BA-1327912,"JOBAH, YASSER SALEH",KNICKERBOCKER DELI GROCERY,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,362,KNICKERBOCKER AVE,,,,BROOKLYN,NY,11237,Brooklyn,304,37,3074146,3032570027,BK77,40.70060361,-73.92152649
A0162207,INS-000731613,04/04/2024,2024,BA-1289150-2022,BA-1289150,JOANGY DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,999,PRESIDENT STREET,,,,BROOKLYN,NY,11225,Brooklyn,309,35,3029698,3011870060,BK63,40.66893458,-73.95874338
A0133287,INS-000662766,08/28/2023,2023,BA-1289150-2022,BA-1289150,JOANGY DELI GROCERY CORP,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,999,PRESIDENT STREET,,,,BROOKLYN,NY,11225,Brooklyn,309,35,3029698,3011870060,BK63,40.66893458,-73.95874338
A0165909,INS-000738021,04/26/2024,2024,BA-1693260-2024,BA-1693260,JOAN 1567 CORP,Mr. Carrot,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,1567,FULTON ST,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3053679,3018580032,BK35,40.67980314,-73.93859351
A0186518,INS-000779907,09/05/2024,2024,BA-1348597-2022,BA-1348597,JNH PRODUCE INC,,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,236,COLUMBUS AVE,,,,NEW YORK,NY,10023,Manhattan,107,6,1029761,1011420033,MN14,40.77659502,-73.9793943
A0184301,INS-000775545,08/21/2024,2024,BA-1573202-2023,BA-1573202,JMD MARKETPLACE INC,TOWN SQUARE DELI,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,234,JEWETT AVE,,,,STATEN ISLAND,NY,10302,Staten Island,501,49,5024066,5010270001,SI28,40.63123411,-74.13058121
A0180061,INS-000766774,07/26/2024,2024,BA-1701165-2024,BA-1701165,JMD BAGELS CORP.,FOREST BAGELS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1180,FOREST AVE,,,,STATEN ISLAND,NY,10310,Staten Island,501,50,5009720,5003540076,SI07,40.62650065,-74.12942636
A0215013,INS-000834940,03/07/2025,2025,BA-1701165-2024,BA-1701165,JMD BAGELS CORP.,FOREST BAGELS,Grocery-Retail - 808,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1180,FOREST AVE,,,,STATEN ISLAND,NY,10310,Staten Island,501,50,5009720,5003540076,SI07,40.62650065,-74.12942636
