Certificate of Inspection,Inspection Number,Date of Occurance,Year (added),Business Unique ID,UniqueBusinessID_NoYear,Business Name,DBA Trade Name,Business Category,Inspection type,Device Category,Device Class,Device Type,Devices Inspected,Devices Approved,Devices Condemned/Confiscated,Confiscated,Address Type,Building Number,Street Name,Street Name 2,Unit Type,Unit,City,State,Postcode,Borough,Community Board,Council District,BIN,BBL,NTA,Latitude,Longitude
A0201357,INS-000808631,11/29/2024,2024,BA-1546556-2022,BA-1546556,WESTERN BEEF RETAIL INC,JUNIOR'S FOOD OUTLET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,994,MYRTLE AVE,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3393664,3017570027,BK35,40.69622674,-73.94175188
A0201932,INS-000809030,12/04/2024,2024,BA-1546556-2022,BA-1546556,WESTERN BEEF RETAIL INC,JUNIOR'S FOOD OUTLET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,2,2,0,,Complete Address,994,MYRTLE AVE,,,,BROOKLYN,NY,11206,Brooklyn,303,36,3393664,3017570027,BK35,40.69622674,-73.94175188
A0205142,INS-000815636,12/24/2024,2024,BA-1623761-2023,BA-1623761,2014  CROPSEY  LLC,KEY  FOOD  FRESH  SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,3,3,0,,Complete Address,2014,CROPSEY AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,47,3169978,3064670001,BK27,40.59995446,-74.00246672
A0205142,INS-000815636,12/24/2024,2024,BA-1623761-2023,BA-1623761,2014  CROPSEY  LLC,KEY  FOOD  FRESH  SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,6,6,0,,Complete Address,2014,CROPSEY AVE,,,,BROOKLYN,NY,11214,Brooklyn,311,47,3169978,3064670001,BK27,40.59995446,-74.00246672
A0149670,INS-000701674,01/10/2024,2024,BA-1618274-2023,BA-1618274,102-14 FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,10214,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4044220,4017680009,QN26,40.75306412,-73.86515918
A0207824,INS-000820761,01/16/2025,2025,BA-1618274-2023,BA-1618274,102-14 FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,10214,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4044220,4017680009,QN26,40.75306412,-73.86515918
A0207824,INS-000820761,01/16/2025,2025,BA-1618274-2023,BA-1618274,102-14 FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,10214,37TH AVE,,,,CORONA,NY,11368,Queens,403,21,4044220,4017680009,QN26,40.75306412,-73.86515918
A0176030,INS-000758126,06/26/2024,2024,BA-1114052-2022,BA-1114052,1533 SUPERMARKET INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,1533,BROADWAY,,,,BROOKLYN,NY,11221,Brooklyn,304,37,3078145,3033940006,BK78,40.68645093,-73.91669706
A0130624,INS-000658091,08/08/2023,2023,BA-1114052-2022,BA-1114052,1533 SUPERMARKET INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,1533,BROADWAY,,,,BROOKLYN,NY,11221,Brooklyn,304,37,3078145,3033940006,BK78,40.68645093,-73.91669706
A0168330,INS-000742522,05/09/2024,2024,BA-1114955-2022,BA-1114955,1769 CENTRAL FOODS LLC,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,1769,2ND AVE,,,,NEW YORK,NY,10128,Manhattan,108,5,1078601,1015380021,MN32,40.78187461,-73.94884096
A0160019,INS-000727861,03/25/2024,2024,BA-1726479-2025,BA-1726479,3151 WESTCHESTER AVE. FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,20,20,0,,Complete Address,3151,WESTCHESTER AVE,,,,BRONX,NY,10461,Bronx,210,13,2047388,2042350045,BX10,40.85031034,-73.83017506
A0216327,INS-000837201,03/14/2025,2025,BA-1726479-2025,BA-1726479,3151 WESTCHESTER AVE. FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,20,20,0,,Complete Address,3151,WESTCHESTER AVE,,,,BRONX,NY,10461,Bronx,210,13,2047388,2042350045,BX10,40.85031034,-73.83017506
A0170096,INS-000746126,05/21/2024,2024,BA-1696458-2024,BA-1696458,476 MARCUS GARVEY MEAT LLC,Key food,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,476,MARCUS GARVEY BLVD,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3053697,3018590024,BK35,40.68049152,-73.93756173
A0170096,INS-000746126,05/21/2024,2024,BA-1696458-2024,BA-1696458,476 MARCUS GARVEY MEAT LLC,Key food,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,476,MARCUS GARVEY BLVD,,,,BROOKLYN,NY,11216,Brooklyn,303,36,3053697,3018590024,BK35,40.68049152,-73.93756173
A0173922,INS-000753720,06/14/2024,2024,BA-1117099-2022,BA-1117099,530 FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,530,AMSTERDAM AVE,,,,NEW YORK,NY,10024,Manhattan,107,6,1033140,1012330033,MN12,40.78740846,-73.97522726
A0193786,INS-000793527,10/11/2024,2024,BA-1126481-2022,BA-1126481,66-56 MEAT CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,6656,GRAND AVE,,,,MASPETH,NY,11378,Queens,405,30,4062170,4027740035,QN30,40.72473045,-73.89753873
A0149651,INS-000701631,01/10/2024,2024,BA-954012-2022,BA-954012-,"7414 3RD AVE. MEAT, LLC",KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,,Complete Address,7414,3RD AVE,,,,BROOKLYN,NY,11209,Brooklyn,310,47,3148231,3059280045,BK31,40.63198566,-74.02759006
A0202559,INS-000810808,12/06/2024,2024,BA-1118664-2022,BA-1118664,AF FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,3013,36TH AVE,,,,ASTORIA,NY,11106,Queens,401,22,4007998,4006030046,QN70,40.75687681,-73.93035769
A0202559,INS-000810808,12/06/2024,2024,BA-1118664-2022,BA-1118664,AF FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,3013,36TH AVE,,,,ASTORIA,NY,11106,Queens,401,22,4007998,4006030046,QN70,40.75687681,-73.93035769
A0141387,INS-000686205,10/31/2023,2023,BA-1073208-2022,BA-1073208,ALMONTE MILL FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,,Complete Address,6620,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3243428,3086310001,BK45,40.61753858,-73.91061283
A0158249,INS-000724461,03/13/2024,2024,BA-1073208-2022,BA-1073208,ALMONTE MILL FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,12,12,0,,Complete Address,6620,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3243428,3086310001,BK45,40.61753858,-73.91061283
A0158249,INS-000724461,03/13/2024,2024,BA-1073208-2022,BA-1073208,ALMONTE MILL FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,6620,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3243428,3086310001,BK45,40.61753858,-73.91061283
A0158249,INS-000724461,03/13/2024,2024,BA-1073208-2022,BA-1073208,ALMONTE MILL FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,6620,AVENUE U,,,,BROOKLYN,NY,11234,Brooklyn,318,46,3243428,3086310001,BK45,40.61753858,-73.91061283
A0184280,INS-000761833,08/21/2024,2024,BA-1107965-2022,BA-1107965,B & ME FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1050,WESTCHESTER AVE,,,,BRONX,NY,10459,Bronx,202,17,2006022,2027430025,BX27,40.82472975,-73.89176982
A0193375,INS-000790940,10/10/2024,2024,BA-1107965-2022,BA-1107965,B & ME FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,4,4,0,,Complete Address,1050,WESTCHESTER AVE,,,,BRONX,NY,10459,Bronx,202,17,2006022,2027430025,BX27,40.82472975,-73.89176982
A0152867,INS-000711305,02/02/2024,2024,BA-1107965-2022,BA-1107965,B & ME FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,1050,WESTCHESTER AVE,,,,BRONX,NY,10459,Bronx,202,17,2006022,2027430025,BX27,40.82472975,-73.89176982
A0173077,INS-000752249,06/11/2024,2024,BA-1221801-2022,BA-1221801,CP FAMILY MARKET CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,1519,COLLEGE POINT BLVD,,,,COLLEGE POINT,NY,11356,Queens,407,19,4098327,4040840008,QN23,40.78403899,-73.84580644
A0204474,INS-000814460,12/19/2024,2024,BA-1221801-2022,BA-1221801,CP FAMILY MARKET CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,1519,COLLEGE POINT BLVD,,,,COLLEGE POINT,NY,11356,Queens,407,19,4098327,4040840008,QN23,40.78403899,-73.84580644
A0205670,INS-000816759,12/31/2024,2024,BA-1191323-2022,BA-1191323,DHY SONAMOO LLC,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,9530,CHURCH AVE,,,,BROOKLYN,NY,11212,Brooklyn,317,42,3103566,3047160050,BK96,40.65533289,-73.91600429
A0179743,INS-000766106,07/25/2024,2024,BA-1224050-2022,BA-1224050,DOLCO FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,3,3,0,,Complete Address,10202,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,29,4198343,4094200001,QN54,40.68578608,-73.84062511
A0151915,INS-000702151,01/26/2024,2024,BA-1224050-2022,BA-1224050,DOLCO FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,10202,101ST AVE,,,,OZONE PARK,NY,11416,Queens,409,29,4198343,4094200001,QN54,40.68578608,-73.84062511
A0205417,INS-000816163,12/27/2024,2024,BA-1161621-2022,BA-1161621,DOLEH 919 FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,3485,NEPTUNE AVE,,,,BROOKLYN,NY,11224,Brooklyn,313,47,3426147,3069790100,BK21,40.57703813,-74.0019331
A0130728,INS-000658269,08/09/2023,2023,BA-1249349-2022,BA-1249349,EMPIRE SUPERMARKET INC .,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,,Complete Address,2066,ROCKAWAY PKWY,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3235257,3083280001,BK50,40.63258528,-73.88835253
A0202975,INS-000811622,12/10/2024,2024,BA-1249349-2022,BA-1249349,EMPIRE SUPERMARKET INC .,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,13,13,0,,Complete Address,2066,ROCKAWAY PKWY,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3235257,3083280001,BK50,40.63258528,-73.88835253
A0209143,INS-000823347,01/28/2025,2025,BA-1197071-2022,BA-1197071,GEMSTONE SUPERMARKETS INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,18314,HILLSIDE AVE,,,,JAMAICA,NY,11432,Queens,412,23,4212730,4099300031,QN61,40.71389161,-73.77865093
A0149958,INS-000702374,01/11/2024,2024,BA-1723417-2025,BA-1723417,GREAT WAY FOODS INC.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,4365,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064429,1021800145,MN35,40.85368813,-73.93395787
A0149958,INS-000702374,01/11/2024,2024,BA-1723417-2025,BA-1723417,GREAT WAY FOODS INC.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,4365,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064429,1021800145,MN35,40.85368813,-73.93395787
A0149958,INS-000702374,01/11/2024,2024,BA-1723417-2025,BA-1723417,GREAT WAY FOODS INC.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,4365,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064429,1021800145,MN35,40.85368813,-73.93395787
A0217122,INS-000838665,03/19/2025,2025,BA-1723417-2025,BA-1723417,GREAT WAY FOODS INC.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,6,6,0,,Complete Address,4365,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064429,1021800145,MN35,40.85368813,-73.93395787
A0217122,INS-000838665,03/19/2025,2025,BA-1723417-2025,BA-1723417,GREAT WAY FOODS INC.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,4365,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064429,1021800145,MN35,40.85368813,-73.93395787
A0217122,INS-000838665,03/19/2025,2025,BA-1723417-2025,BA-1723417,GREAT WAY FOODS INC.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,4365,BROADWAY,,,,NEW YORK,NY,10033,Manhattan,112,10,1064429,1021800145,MN35,40.85368813,-73.93395787
A0129115,INS-000655070,07/21/2023,2023,BA-1613280-2023,BA-1613280,HARLEM 421 FOODS CORP,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,421,W 125TH ST,,,,NEW YORK,NY,10027,Manhattan,109,7,1059546,1019660059,MN09,40.81202257,-73.95507828
A0144195,INS-000690918,11/24/2023,2023,BA-1354842-2022,BA-1354842,JK & K SUPERMARKETS INC.,key food,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,1610,CORTELYOU RD,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3118752,3051590001,BK42,40.64169144,-73.96335083
A0182732,INS-000772196,08/13/2024,2024,BA-1407447-2022,BA-1407447,MAN-DELL FOOD STORES INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,24,24,0,,Complete Address,3215,NEWTOWN AVE,,,,ASTORIA,NY,11102,Queens,401,22,4008605,4006190001,QN71,40.76669912,-73.92015621
A0201160,INS-000808253,11/27/2024,2024,BA-1443221-2022,BA-1443221,MAN-DELL FOOD STORES INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,22,22,0,,Complete Address,130,7TH AVE,,,,BROOKLYN,NY,11215,Brooklyn,306,39,3020538,3009630047,BK37,40.6730732,-73.97644135
A0199728,INS-000805424,11/19/2024,2024,BA-1439944-2022,BA-1439944,MAN-DELL FOOD STORES INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,21,21,0,,Complete Address,52,AVENUE A,,,,NEW YORK,NY,10009,Manhattan,103,2,1004989,1003990008,MN22,40.72403946,-73.98498814
A0205207,INS-000815767,12/26/2024,2024,BA-1421522-2022,BA-1421522,MARIAM FOOD CORP.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,43,COLUMBIA ST,,,,NEW YORK,NY,10002,Manhattan,103,2,1082667,1003330001,MN28,40.71648522,-73.98057445
A0204738,INS-000814916,12/20/2024,2024,BA-1546718-2022,BA-1546718,RED APPLE TREE INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,169,ATLANTIC AVE,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3002774,3002760016,BK09,40.69016441,-73.99405744
A0159341,INS-000726500,03/20/2024,2024,BA-1560183-2022,BA-1560183,RL FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,5,5,0,,Complete Address,11634,QUEENS BLVD,,,,FOREST HILLS,NY,11375,Queens,406,29,4079981,4033460016,QN17,40.71596001,-73.83334553
A0159341,INS-000726500,03/20/2024,2024,BA-1560183-2022,BA-1560183,RL FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,11634,QUEENS BLVD,,,,FOREST HILLS,NY,11375,Queens,406,29,4079981,4033460016,QN17,40.71596001,-73.83334553
A0208819,INS-000822743,01/24/2025,2025,BA-1560183-2022,BA-1560183,RL FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,11634,QUEENS BLVD,,,,FOREST HILLS,NY,11375,Queens,406,29,4079981,4033460016,QN17,40.71596001,-73.83334553
A0127318,INS-000652160,07/07/2023,2023,BA-1482803-2022,BA-1482803,ROSANNA FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,592,LENOX AVE,,,,NEW YORK,NY,10037,Manhattan,110,9,1053937,1017370011,MN03,40.81708725,-73.93866915
A0197907,INS-000802082,11/07/2024,2024,BA-1535570-2022,BA-1535570,ROSANNA FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,592,MALCOLM X BLVD,,,,NEW YORK,NY,10037,Manhattan,110,9,1053937,1017370011,MN03,40.81708725,-73.93866915
A0215017,INS-000834950,03/07/2025,2025,BA-1535570-2022,BA-1535570,ROSANNA FOOD CORP,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,592,MALCOLM X BLVD,,,,NEW YORK,NY,10037,Manhattan,110,9,1053937,1017370011,MN03,40.81708725,-73.93866915
A0140220,INS-000684203,10/23/2023,2023,BA-1603033-2023,BA-1603033,SUN KEY FOOD LLC,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,10816,LIBERTY AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,410,28,4202274,4095310004,QN55,40.68384626,-73.83339694
A0203255,INS-000812110,12/11/2024,2024,BA-1603033-2023,BA-1603033,SUN KEY FOOD LLC,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,10816,LIBERTY AVE,,,,SOUTH RICHMOND HILL,NY,11419,Queens,410,28,4202274,4095310004,QN55,40.68384626,-73.83339694
A0135420,INS-000666354,09/14/2023,2023,BA-1538309-2022,BA-1538309,TEAMS MARKET INC.,KEY FOOD,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,1791,WALTON AVE,,,,BRONX,NY,10453,Bronx,205,14,2114111,2028500052,BX41,40.84801503,-73.90992722
A0178276,INS-000762545,07/16/2024,2024,BA-1702630-2024,BA-1702630,YOUNG RYAN CORP.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,10535,64TH RD,,,,FOREST HILLS,NY,11375,Queens,406,29,4442643,4021490001,QN17,40.73246007,-73.85027009
A0178276,INS-000762545,07/16/2024,2024,BA-1702630-2024,BA-1702630,YOUNG RYAN CORP.,Key Food,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,10535,64TH RD,,,,FOREST HILLS,NY,11375,Queens,406,29,4442643,4021490001,QN17,40.73246007,-73.85027009
A0182287,INS-000771279,08/08/2024,2024,BA-1470140-2022,BA-1470140,"PICK QUICK FOODS, INC.",Key Food # 432,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,11,11,0,,Complete Address,4320,5TH AVE,,,,BROOKLYN,NY,11232,Brooklyn,307,38,3010978,3007290038,BK32,40.64886373,-74.00642177
A0206121,INS-000817530,01/03/2025,2025,BA-1545739-2022,BA-1545739,TREMONT FOOD CORP.,KEY FOOD #1327,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,2722,E TREMONT AVE,,,,BRONX,NY,10461,Bronx,210,18,2041966,2039880034,BX37,40.84242939,-73.84515066
A0141726,INS-000686726,11/01/2023,2023,BA-1677003-2023,BA-1677003,"RALPH AVENUE MEAT, INC.",Key Food #2641,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,10,10,0,,Complete Address,1804,RALPH AVE,,,,BROOKLYN,NY,11236,Brooklyn,318,46,3223371,3079790146,BK58,40.6328413,-73.91869149
A0191910,INS-000789810,10/03/2024,2024,BA-1710719-2024,BA-1710719,"HOPE VALLEY FOOD, INC.",Key Food Fresh,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,,Complete Address,492,SAINT MARKS AVE,,,,BROOKLYN,NY,11238,Brooklyn,308,35,3388322,3011560020,BK61,40.67638648,-73.95829173
A0188635,INS-000783931,09/18/2024,2024,BA-1432896-2022,BA-1432896,MATLYN FOODS INC.,KEY FOOD MANTAQUE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,102,MONTAGUE ST,,,,BROOKLYN,NY,11201,Brooklyn,302,33,3002056,3002480025,BK09,40.69502819,-73.99518935
A0203504,INS-000812571,12/12/2024,2024,BA-1119367-2022,BA-1119367,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,1,1,0,,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0203504,INS-000812571,12/12/2024,2024,BA-1119367-2022,BA-1119367,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,15,15,0,,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0208746,INS-000822613,01/24/2025,2025,BA-1119367-2022,BA-1119367,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0208746,INS-000822613,01/24/2025,2025,BA-1119367-2022,BA-1119367,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0205414,INS-000816160,12/27/2024,2024,BA-1119367-2022,BA-1119367,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0208746,INS-000822613,01/24/2025,2025,BA-1119367-2022,BA-1119367,AGUILAR MEAT & PRODUCE INC,KEY FOOD MARKET PLACE,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,15515,AGUILAR AVE,,,,FLUSHING,NY,11367,Queens,408,24,4146999,4067930380,QN38,40.72800668,-73.81358699
A0212347,INS-000830568,02/19/2025,2025,BA-958271-2022,BA-958271-,319 MEAT MARKET CORP.,KEY FOOD SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,14,14,0,,Complete Address,319,KINGS HWY,,,,BROOKLYN,NY,11223,Brooklyn,311,43,3176862,3066510019,BK29,40.60499743,-73.97856854
A0181001,INS-000768788,08/01/2024,2024,BA-1121358-2022,BA-1121358,42-15 FOOD CORP.,KEY FOOD SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Pre-pack Scale - 01,2,2,0,,Complete Address,4215,30TH AVE,,,,ASTORIA,NY,11103,Queens,401,22,4012073,4006980041,QN70,40.7630518,-73.91318993
A0181001,INS-000768788,08/01/2024,2024,BA-1121358-2022,BA-1121358,42-15 FOOD CORP.,KEY FOOD SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Customer Scale - 01,1,1,0,,Complete Address,4215,30TH AVE,,,,ASTORIA,NY,11103,Queens,401,22,4012073,4006980041,QN70,40.7630518,-73.91318993
A0181001,INS-000768788,08/01/2024,2024,BA-1121358-2022,BA-1121358,42-15 FOOD CORP.,KEY FOOD SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,4215,30TH AVE,,,,ASTORIA,NY,11103,Queens,401,22,4012073,4006980041,QN70,40.7630518,-73.91318993
A0135554,INS-000666699,09/15/2023,2023,BA-1263728-2022,BA-1263728,FORBELL MEAT CORP.,KEY FOOD SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,8,8,0,,Complete Address,1232,NOSTRAND AVE,,,,BROOKLYN,NY,11225,Brooklyn,309,40,3115890,3050500043,BK60,40.65696947,-73.95024504
A0178383,INS-000762750,07/16/2024,2024,BA-1255784-2022,BA-1255784,JK & K SUPERMARKET INC.,KEY FOOD SUPERMARKET,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,9,9,0,,Complete Address,1610,CORTELYOU RD,,,,BROOKLYN,NY,11226,Brooklyn,314,40,3118752,3051590001,BK42,40.64169144,-73.96335083
A0166788,INS-000739509,05/01/2024,2024,BA-1126555-2022,BA-1126555,138-37 FOOD CORP,KEY FOOD SUPERMARKETS,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,7,7,0,,Complete Address,13837,QUEENS BLVD,,,,JAMAICA,NY,11435,Queens,408,24,4206512,4096490025,QN35,40.70811409,-73.81793844
A0190381,INS-000787037,09/26/2024,2024,BA-1126555-2022,BA-1126555,138-37 FOOD CORP,KEY FOOD SUPERMARKETS,Supermarket - 819,Scale,Scale,Scale Inspection,Computing Scale - 01,1,1,0,,Complete Address,13837,QUEENS BLVD,,,,JAMAICA,NY,11435,Queens,408,24,4206512,4096490025,QN35,40.70811409,-73.81793844
